OBJECTID,REPDIST,PREC,APREC,BUREAU,BASICCAR,TOOLTIP
945,1432,14,PACIFIC,WEST BUREAU,14A13,Bureau: WEST BUREAU\nDistrict: 1432\nDivision: PACIFIC
946,1457,14,PACIFIC,WEST BUREAU,14A49,Bureau: WEST BUREAU\nDistrict: 1457\nDivision: PACIFIC
947,1455,14,PACIFIC,WEST BUREAU,14A45,Bureau: WEST BUREAU\nDistrict: 1455\nDivision: PACIFIC
948,1411,14,PACIFIC,WEST BUREAU,14A11,Bureau: WEST BUREAU\nDistrict: 1411\nDivision: PACIFIC
949,1211,12,77TH STREET,SOUTH BUREAU,12A31,Bureau: SOUTH BUREAU\nDistrict: 1211\nDivision: 77TH STREET
950,1468,14,PACIFIC,WEST BUREAU,14A49,Bureau: WEST BUREAU\nDistrict: 1468\nDivision: PACIFIC
951,1453,14,PACIFIC,WEST BUREAU,14A45,Bureau: WEST BUREAU\nDistrict: 1453\nDivision: PACIFIC
952,1373,13,NEWTON,CENTRAL BUREAU,13A85,Bureau: CENTRAL BUREAU\nDistrict: 1373\nDivision: NEWTON
953,1219,12,77TH STREET,SOUTH BUREAU,12A15,Bureau: SOUTH BUREAU\nDistrict: 1219\nDivision: 77TH STREET
954,1371,13,NEWTON,CENTRAL BUREAU,13A85,Bureau: CENTRAL BUREAU\nDistrict: 1371\nDivision: NEWTON
955,1218,12,77TH STREET,SOUTH BUREAU,12A15,Bureau: SOUTH BUREAU\nDistrict: 1218\nDivision: 77TH STREET
956,1372,13,NEWTON,CENTRAL BUREAU,13A85,Bureau: CENTRAL BUREAU\nDistrict: 1372\nDivision: NEWTON
957,1213,12,77TH STREET,SOUTH BUREAU,12A3,Bureau: SOUTH BUREAU\nDistrict: 1213\nDivision: 77TH STREET
958,1215,12,77TH STREET,SOUTH BUREAU,12A15,Bureau: SOUTH BUREAU\nDistrict: 1215\nDivision: 77TH STREET
959,1375,13,NEWTON,CENTRAL BUREAU,13A75,Bureau: CENTRAL BUREAU\nDistrict: 1375\nDivision: NEWTON
960,1377,13,NEWTON,CENTRAL BUREAU,13A75,Bureau: CENTRAL BUREAU\nDistrict: 1377\nDivision: NEWTON
961,1444,14,PACIFIC,WEST BUREAU,14A45,Bureau: WEST BUREAU\nDistrict: 1444\nDivision: PACIFIC
962,1465,14,PACIFIC,WEST BUREAU,14A49,Bureau: WEST BUREAU\nDistrict: 1465\nDivision: PACIFIC
963,1431,14,PACIFIC,WEST BUREAU,14A11,Bureau: WEST BUREAU\nDistrict: 1431\nDivision: PACIFIC
964,1454,14,PACIFIC,WEST BUREAU,14A45,Bureau: WEST BUREAU\nDistrict: 1454\nDivision: PACIFIC
965,1441,14,PACIFIC,WEST BUREAU,14A11,Bureau: WEST BUREAU\nDistrict: 1441\nDivision: PACIFIC
966,1231,12,77TH STREET,SOUTH BUREAU,12A31,Bureau: SOUTH BUREAU\nDistrict: 1231\nDivision: 77TH STREET
967,1385,13,NEWTON,CENTRAL BUREAU,13A85,Bureau: CENTRAL BUREAU\nDistrict: 1385\nDivision: NEWTON
968,1233,12,77TH STREET,SOUTH BUREAU,12A45,Bureau: SOUTH BUREAU\nDistrict: 1233\nDivision: 77TH STREET
969,1383,13,NEWTON,CENTRAL BUREAU,13A93,Bureau: CENTRAL BUREAU\nDistrict: 1383\nDivision: NEWTON
970,1232,12,77TH STREET,SOUTH BUREAU,12A31,Bureau: SOUTH BUREAU\nDistrict: 1232\nDivision: 77TH STREET
971,1235,12,77TH STREET,SOUTH BUREAU,12A45,Bureau: SOUTH BUREAU\nDistrict: 1235\nDivision: 77TH STREET
972,1381,13,NEWTON,CENTRAL BUREAU,13A93,Bureau: CENTRAL BUREAU\nDistrict: 1381\nDivision: NEWTON
973,1239,12,77TH STREET,SOUTH BUREAU,12A49,Bureau: SOUTH BUREAU\nDistrict: 1239\nDivision: 77TH STREET
974,1463,14,PACIFIC,WEST BUREAU,14A45,Bureau: WEST BUREAU\nDistrict: 1463\nDivision: PACIFIC
975,1242,12,77TH STREET,SOUTH BUREAU,12A51,Bureau: SOUTH BUREAU\nDistrict: 1242\nDivision: 77TH STREET
976,1241,12,77TH STREET,SOUTH BUREAU,12A51,Bureau: SOUTH BUREAU\nDistrict: 1241\nDivision: 77TH STREET
977,1464,14,PACIFIC,WEST BUREAU,14A45,Bureau: WEST BUREAU\nDistrict: 1464\nDivision: PACIFIC
978,1248,12,77TH STREET,SOUTH BUREAU,12A49,Bureau: SOUTH BUREAU\nDistrict: 1248\nDivision: 77TH STREET
979,1243,12,77TH STREET,SOUTH BUREAU,12A45,Bureau: SOUTH BUREAU\nDistrict: 1243\nDivision: 77TH STREET
980,1245,12,77TH STREET,SOUTH BUREAU,12A45,Bureau: SOUTH BUREAU\nDistrict: 1245\nDivision: 77TH STREET
981,1391,13,NEWTON,CENTRAL BUREAU,13A93,Bureau: CENTRAL BUREAU\nDistrict: 1391\nDivision: NEWTON
982,1249,12,77TH STREET,SOUTH BUREAU,12A49,Bureau: SOUTH BUREAU\nDistrict: 1249\nDivision: 77TH STREET
983,1466,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1466\nDivision: PACIFIC
984,1469,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1469\nDivision: PACIFIC
985,1395,13,NEWTON,CENTRAL BUREAU,13A93,Bureau: CENTRAL BUREAU\nDistrict: 1395\nDivision: NEWTON
986,1394,13,NEWTON,CENTRAL BUREAU,13A93,Bureau: CENTRAL BUREAU\nDistrict: 1394\nDivision: NEWTON
987,1393,13,NEWTON,CENTRAL BUREAU,13A93,Bureau: CENTRAL BUREAU\nDistrict: 1393\nDivision: NEWTON
988,1452,14,PACIFIC,WEST BUREAU,14A11,Bureau: WEST BUREAU\nDistrict: 1452\nDivision: PACIFIC
989,1467,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1467\nDivision: PACIFIC
990,1451,14,PACIFIC,WEST BUREAU,14A11,Bureau: WEST BUREAU\nDistrict: 1451\nDivision: PACIFIC
991,1252,12,77TH STREET,SOUTH BUREAU,12A51,Bureau: SOUTH BUREAU\nDistrict: 1252\nDivision: 77TH STREET
992,1251,12,77TH STREET,SOUTH BUREAU,12A51,Bureau: SOUTH BUREAU\nDistrict: 1251\nDivision: 77TH STREET
993,1475,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1475\nDivision: PACIFIC
994,1462,14,PACIFIC,WEST BUREAU,14A45,Bureau: WEST BUREAU\nDistrict: 1462\nDivision: PACIFIC
995,1474,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1474\nDivision: PACIFIC
996,1259,12,77TH STREET,SOUTH BUREAU,12A69,Bureau: SOUTH BUREAU\nDistrict: 1259\nDivision: 77TH STREET
997,1472,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1472\nDivision: PACIFIC
998,1258,12,77TH STREET,SOUTH BUREAU,12A58,Bureau: SOUTH BUREAU\nDistrict: 1258\nDivision: 77TH STREET
999,1256,12,77TH STREET,SOUTH BUREAU,12A58,Bureau: SOUTH BUREAU\nDistrict: 1256\nDivision: 77TH STREET
1000,1253,12,77TH STREET,SOUTH BUREAU,12A53,Bureau: SOUTH BUREAU\nDistrict: 1253\nDivision: 77TH STREET
1001,1255,12,77TH STREET,SOUTH BUREAU,12A53,Bureau: SOUTH BUREAU\nDistrict: 1255\nDivision: 77TH STREET
1002,1479,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1479\nDivision: PACIFIC
1003,1257,12,77TH STREET,SOUTH BUREAU,12A53,Bureau: SOUTH BUREAU\nDistrict: 1257\nDivision: 77TH STREET
1004,1477,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1477\nDivision: PACIFIC
1005,1476,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1476\nDivision: PACIFIC
1006,1268,12,77TH STREET,SOUTH BUREAU,12A66,Bureau: SOUTH BUREAU\nDistrict: 1268\nDivision: 77TH STREET
1007,1266,12,77TH STREET,SOUTH BUREAU,12A66,Bureau: SOUTH BUREAU\nDistrict: 1266\nDivision: 77TH STREET
1008,1473,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1473\nDivision: PACIFIC
1009,1265,12,77TH STREET,SOUTH BUREAU,12A53,Bureau: SOUTH BUREAU\nDistrict: 1265\nDivision: 77TH STREET
1010,1269,12,77TH STREET,SOUTH BUREAU,12A69,Bureau: SOUTH BUREAU\nDistrict: 1269\nDivision: 77TH STREET
1011,1263,12,77TH STREET,SOUTH BUREAU,12A53,Bureau: SOUTH BUREAU\nDistrict: 1263\nDivision: 77TH STREET
1012,1471,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1471\nDivision: PACIFIC
1013,1267,12,77TH STREET,SOUTH BUREAU,12A53,Bureau: SOUTH BUREAU\nDistrict: 1267\nDivision: 77TH STREET
1014,1483,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1483\nDivision: PACIFIC
1015,1484,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1484\nDivision: PACIFIC
1016,1486,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1486\nDivision: PACIFIC
1017,1485,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1485\nDivision: PACIFIC
1018,1487,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1487\nDivision: PACIFIC
1019,1488,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1488\nDivision: PACIFIC
1020,1804,18,SOUTHEAST,SOUTH BUREAU,18A3,Bureau: SOUTH BUREAU\nDistrict: 1804\nDivision: SOUTHEAST
1021,1803,18,SOUTHEAST,SOUTH BUREAU,18A3,Bureau: SOUTH BUREAU\nDistrict: 1803\nDivision: SOUTHEAST
1022,1801,18,SOUTHEAST,SOUTH BUREAU,18A1,Bureau: SOUTH BUREAU\nDistrict: 1801\nDivision: SOUTHEAST
1023,1802,18,SOUTHEAST,SOUTH BUREAU,18A1,Bureau: SOUTH BUREAU\nDistrict: 1802\nDivision: SOUTHEAST
1024,1273,12,77TH STREET,SOUTH BUREAU,12A73,Bureau: SOUTH BUREAU\nDistrict: 1273\nDivision: 77TH STREET
1025,1495,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1495\nDivision: PACIFIC
1026,1494,14,PACIFIC,WEST BUREAU,LAX,Bureau: WEST BUREAU\nDistrict: 1494\nDivision: PACIFIC
1027,1806,18,SOUTHEAST,SOUTH BUREAU,18A3,Bureau: SOUTH BUREAU\nDistrict: 1806\nDivision: SOUTHEAST
1028,1805,18,SOUTHEAST,SOUTH BUREAU,18A3,Bureau: SOUTH BUREAU\nDistrict: 1805\nDivision: SOUTHEAST
1029,1826,18,SOUTHEAST,SOUTH BUREAU,18A26,Bureau: SOUTH BUREAU\nDistrict: 1826\nDivision: SOUTHEAST
1030,1492,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1492\nDivision: PACIFIC
1031,1827,18,SOUTHEAST,SOUTH BUREAU,18A26,Bureau: SOUTH BUREAU\nDistrict: 1827\nDivision: SOUTHEAST
1032,1824,18,SOUTHEAST,SOUTH BUREAU,18A34,Bureau: SOUTH BUREAU\nDistrict: 1824\nDivision: SOUTHEAST
1033,1489,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1489\nDivision: PACIFIC
1034,1283,12,77TH STREET,SOUTH BUREAU,12A73,Bureau: SOUTH BUREAU\nDistrict: 1283\nDivision: 77TH STREET
1035,1491,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1491\nDivision: PACIFIC
1036,1823,18,SOUTHEAST,SOUTH BUREAU,18A3,Bureau: SOUTH BUREAU\nDistrict: 1823\nDivision: SOUTHEAST
1037,1822,18,SOUTHEAST,SOUTH BUREAU,18A17,Bureau: SOUTH BUREAU\nDistrict: 1822\nDivision: SOUTHEAST
1038,1821,18,SOUTHEAST,SOUTH BUREAU,18A17,Bureau: SOUTH BUREAU\nDistrict: 1821\nDivision: SOUTHEAST
1039,1496,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1496\nDivision: PACIFIC
1040,1829,18,SOUTHEAST,SOUTH BUREAU,18A26,Bureau: SOUTH BUREAU\nDistrict: 1829\nDivision: SOUTHEAST
1041,1497,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1497\nDivision: PACIFIC
1042,1293,12,77TH STREET,SOUTH BUREAU,12A73,Bureau: SOUTH BUREAU\nDistrict: 1293\nDivision: 77TH STREET
1043,1835,18,SOUTHEAST,SOUTH BUREAU,18A35,Bureau: SOUTH BUREAU\nDistrict: 1835\nDivision: SOUTHEAST
1044,1836,18,SOUTHEAST,SOUTH BUREAU,18A35,Bureau: SOUTH BUREAU\nDistrict: 1836\nDivision: SOUTHEAST
1045,1837,18,SOUTHEAST,SOUTH BUREAU,18A35,Bureau: SOUTH BUREAU\nDistrict: 1837\nDivision: SOUTHEAST
1046,1838,18,SOUTHEAST,SOUTH BUREAU,18A49,Bureau: SOUTH BUREAU\nDistrict: 1838\nDivision: SOUTHEAST
1047,1839,18,SOUTHEAST,SOUTH BUREAU,18A49,Bureau: SOUTH BUREAU\nDistrict: 1839\nDivision: SOUTHEAST
1048,1841,18,SOUTHEAST,SOUTH BUREAU,18A41,Bureau: SOUTH BUREAU\nDistrict: 1841\nDivision: SOUTHEAST
1049,1832,18,SOUTHEAST,SOUTH BUREAU,18A41,Bureau: SOUTH BUREAU\nDistrict: 1832\nDivision: SOUTHEAST
1050,1834,18,SOUTHEAST,SOUTH BUREAU,18A34,Bureau: SOUTH BUREAU\nDistrict: 1834\nDivision: SOUTHEAST
1051,1498,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1498\nDivision: PACIFIC
1052,1844,18,SOUTHEAST,SOUTH BUREAU,18A34,Bureau: SOUTH BUREAU\nDistrict: 1844\nDivision: SOUTHEAST
1053,1842,18,SOUTHEAST,SOUTH BUREAU,18A41,Bureau: SOUTH BUREAU\nDistrict: 1842\nDivision: SOUTHEAST
1054,1849,18,SOUTHEAST,SOUTH BUREAU,18A49,Bureau: SOUTH BUREAU\nDistrict: 1849\nDivision: SOUTHEAST
1055,1846,18,SOUTHEAST,SOUTH BUREAU,18A35,Bureau: SOUTH BUREAU\nDistrict: 1846\nDivision: SOUTHEAST
1056,1499,14,PACIFIC,WEST BUREAU,14A67,Bureau: WEST BUREAU\nDistrict: 1499\nDivision: PACIFIC
1057,1493,14,PACIFIC,WEST BUREAU,14A73,Bureau: WEST BUREAU\nDistrict: 1493\nDivision: PACIFIC
1058,1862,18,SOUTHEAST,SOUTH BUREAU,18A63,Bureau: SOUTH BUREAU\nDistrict: 1862\nDivision: SOUTHEAST
1059,1863,18,SOUTHEAST,SOUTH BUREAU,18A63,Bureau: SOUTH BUREAU\nDistrict: 1863\nDivision: SOUTHEAST
1060,1864,18,SOUTHEAST,SOUTH BUREAU,18A63,Bureau: SOUTH BUREAU\nDistrict: 1864\nDivision: SOUTHEAST
1061,1861,18,SOUTHEAST,SOUTH BUREAU,18A97,Bureau: SOUTH BUREAU\nDistrict: 1861\nDivision: SOUTHEAST
1062,1831,18,SOUTHEAST,SOUTH BUREAU,18A97,Bureau: SOUTH BUREAU\nDistrict: 1831\nDivision: SOUTHEAST
1063,1851,18,SOUTHEAST,SOUTH BUREAU,18A97,Bureau: SOUTH BUREAU\nDistrict: 1851\nDivision: SOUTHEAST
1064,1871,18,SOUTHEAST,SOUTH BUREAU,18A97,Bureau: SOUTH BUREAU\nDistrict: 1871\nDivision: SOUTHEAST
1065,1881,18,SOUTHEAST,SOUTH BUREAU,18A97,Bureau: SOUTH BUREAU\nDistrict: 1881\nDivision: SOUTHEAST
1066,1891,18,SOUTHEAST,SOUTH BUREAU,18A97,Bureau: SOUTH BUREAU\nDistrict: 1891\nDivision: SOUTHEAST
1067,501,5,HARBOR,SOUTH BUREAU,5A1,Bureau: SOUTH BUREAU\nDistrict: 501\nDivision: HARBOR
1068,502,5,HARBOR,SOUTH BUREAU,5A1,Bureau: SOUTH BUREAU\nDistrict: 502\nDivision: HARBOR
1069,504,5,HARBOR,SOUTH BUREAU,5A1,Bureau: SOUTH BUREAU\nDistrict: 504\nDivision: HARBOR
